dependent_feature,independent_feature,formula,error,model_type
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Morganella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Morganella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.40% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Plesiomonas_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Plesiomonas_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pluralibacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pluralibacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.21% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pseudocitrobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pseudocitrobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rahnella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rahnella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.80% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rosenbergiella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rosenbergiella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.21% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Shimwellia_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Shimwellia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 4.02% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_Wenzhouxiangella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_Wenzhouxiangella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.21% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Aggregatibacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Aggregatibacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.60% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Cricetibacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Cricetibacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 4.83% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Enhydrobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Enhydrobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 5.03% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Rhodanobacteraceae_Rhodanobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Rhodanobacteraceae_Rhodanobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 2.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Proteobacteria_Gammaproteobacteria_nan_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Proteobacteria_Gammaproteobacteria_nan_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Spirochaetes_Brachyspirae_Brachyspirales_Brachyspiraceae_Brachyspira_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Spirochaetes_Brachyspirae_Brachyspirales_Brachyspiraceae_Brachyspira_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.40% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sphaerochaeta_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sphaerochaeta_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_2_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_2_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Fretibacterium_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Fretibacterium_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Jonquetella_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Jonquetella_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Pyramidobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Pyramidobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.01% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Synergistes_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Synergistes_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.40% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Tenericutes_Mollicutes_Anaeroplasmatales_Anaeroplasmataceae_Anaeroplasma_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Tenericutes_Mollicutes_Anaeroplasmatales_Anaeroplasmataceae_Anaeroplasma_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 3.02% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Tenericutes_Mollicutes_EMP_G18_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Tenericutes_Mollicutes_EMP_G18_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Mycoplasma_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Mycoplasma_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.40% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Tenericutes_Mollicutes_nan_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Tenericutes_Mollicutes_nan_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_Chthoniobacterales_Xiphinematobacteraceae_Candidatus_Xiphinematobacter_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_Chthoniobacterales_Xiphinematobacteraceae_Candidatus_Xiphinematobacter_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_Opitutales_Puniceicoccaceae_Cerasicoccus_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_Opitutales_Puniceicoccaceae_Cerasicoccus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 1.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_Opitutales_Puniceicoccaceae_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_Opitutales_Puniceicoccaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 5.23% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_Pedosphaerales_Pedosphaeraceae_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_Pedosphaerales_Pedosphaeraceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Bacteria_Verrucomicrobia_Verrucomicrobiae_nan_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Bacteria_Verrucomicrobia_Verrucomicrobiae_nan_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Eukaryota_Euglenozoa_Euglenida_Aphagea_Aphagea_fa_Distigma_binarized,sleep_minutesAwake_std_log1p_resid ~ Eukaryota_Euglenozoa_Euglenida_Aphagea_Aphagea_fa_Distigma_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Eukaryota_Euglenozoa_Euglenida_Aphagea_Aphagea_fa_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Eukaryota_Euglenozoa_Euglenida_Aphagea_Aphagea_fa_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Eukaryota_Euglenozoa_Euglenida_nan_nan_nan_binarized,sleep_minutesAwake_std_log1p_resid ~ Eukaryota_Euglenozoa_Euglenida_nan_nan_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,Eukaryota_Incertae_Sedis_Incertae_Sedis_cl_Incertae_Sedis_or_Incertae_Sedis_fa_Blastocystis_binarized,sleep_minutesAwake_std_log1p_resid ~ Eukaryota_Incertae_Sedis_Incertae_Sedis_cl_Incertae_Sedis_or_Incertae_Sedis_fa_Blastocystis_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 2.41% of the total N (outside 10-90% prevalence),linear
sleep_minutesAwake_std_log1p_resid,Eukaryota_Parabasalia_Tritrichomonadea_Tritrichomonadea_or_Tritrichomonadea_fa_Dientamoeba_binarized,sleep_minutesAwake_std_log1p_resid ~ Eukaryota_Parabasalia_Tritrichomonadea_Tritrichomonadea_or_Tritrichomonadea_fa_Dientamoeba_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.20% of the total N (outside 10-90% prevalence),linear
sleep_restlessDuration_std_log1p_resid,Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanosphaera_binarized,sleep_restlessDuration_std_log1p_resid ~ Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanosphaera_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 3.12% of the total N (outside 10-90% prevalence),linear
sleep_restlessDuration_std_log1p_resid,Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_nan_binarized,sleep_restlessDuration_std_log1p_resid ~ Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_nan_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,Independent variable has only one unique value,linear
sleep_restlessDuration_std_log1p_resid,Archaea_Euryarchaeota_Thermoplasmata_Methanomassiliicoccales_Methanomassiliicoccaceae_Methanomassiliicoccus_binarized,sleep_restlessDuration_std_log1p_resid ~ Archaea_Euryarchaeota_Thermoplasmata_Methanomassiliicoccales_Methanomassiliicoccaceae_Methanomassiliicoccus_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 2.78% of the total N (outside 10-90% prevalence),linear
sleep_restlessDuration_std_log1p_resid,Archaea_Euryarchaeota_Thermoplasmata_Methanomassiliicoccales_Methanomethylophilaceae_Candidatus_Methanogranum_binarized,sleep_restlessDuration_std_log1p_resid ~ Archaea_Euryarchaeota_Thermoplasmata_Methanomassiliicoccales_Methanomethylophilaceae_Candidatus_Methanogranum_binarized + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(microbiome_vendor) + fitbit_dip_minus_reference_microbe_dip,1s in INDEPENDENT variable make up 0.33% of the total N (outside 10-90% prevalence),linear
